id,ts,user_id,card_id,amount,merchant,merchant_city,merchant_state,mcc,use_chip,is_fraud
30e23d87-e816-47eb-b155-105748d80851,2026-07-18T06:51:27.832607+00:00,204,1,28.11,McDonald's,Chicago,IL,5814,Online Transaction,0
794a5491-e509-4774-a085-af3962b21806,2026-08-12T15:34:27.832607+00:00,44,2,9.69,Uber,San Francisco,CA,4121,Swipe Transaction,0
2505102b-c758-4c9d-8d4b-d092cfff3080,2026-06-27T10:13:27.832607+00:00,125,0,53.56,Starbucks,Seattle,WA,5814,Chip Transaction,0
add9063e-5f6e-41bb-9170-5e5dba061100,2026-08-16T05:17:27.832607+00:00,178,3,1896.17,CryptoExchange OU,Tallinn,FOREIGN,6051,Online Transaction,1
21fb9416-b109-4035-b989-6633346e445b,2026-08-05T05:57:27.832607+00:00,45,4,12.89,McDonald's,Chicago,IL,5814,Chip Transaction,0
3fa89ce7-715a-4f51-b0d9-5d82891a02df,2026-08-13T08:58:27.832607+00:00,201,2,24.45,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
6c975084-258c-49e1-ad36-a95b309a61f0,2026-07-16T03:16:27.832607+00:00,25,4,15.45,Home Depot,Atlanta,GA,5200,Chip Transaction,0
94e9becc-944b-4bff-8fc0-f265303c4566,2026-07-14T20:34:27.832607+00:00,54,2,25.07,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
e67baf5f-ed34-4f40-b234-6c73920db4d7,2026-08-11T23:14:27.832607+00:00,237,0,86.87,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
e1d70e8d-b724-4bf3-b2f1-8d212943b1d8,2026-08-11T21:08:27.832607+00:00,228,3,13.48,Shell,Houston,TX,5541,Swipe Transaction,0
1dab9d2c-a2e7-470b-bbd3-306adf800c0b,2026-08-12T20:32:27.832607+00:00,230,1,57.74,Amazon,Seattle,WA,5942,Chip Transaction,0
e4f3ac4e-c506-4497-8463-f53d1d55cd9e,2026-07-07T07:26:27.832607+00:00,59,0,14.97,Uber,San Francisco,CA,4121,Online Transaction,0
d6eb21bc-4a31-4cc6-9801-c83677c8c593,2026-07-18T02:43:27.832607+00:00,125,0,19.17,Starbucks,Seattle,WA,5814,Chip Transaction,0
3657b05e-5b84-4331-9cd1-8ca50937e690,2026-07-08T03:00:27.832607+00:00,118,1,30.13,Whole Foods,Austin,TX,5411,Chip Transaction,0
28b78a26-ac78-4522-825f-13afa5b4a3a9,2026-06-20T06:29:27.832607+00:00,16,2,14.49,Shell,Houston,TX,5541,Swipe Transaction,0
246121b1-81ae-4245-b647-bf7d892c150b,2026-08-04T08:58:27.832607+00:00,227,2,22.71,Apple Store,Cupertino,CA,5732,Chip Transaction,0
04937cf1-4929-4040-8fc0-10f00c7b8cd5,2026-06-22T20:30:27.832607+00:00,249,4,42.46,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
1cf46f20-2a86-45b3-ba0a-bc2ddbc0c1e6,2026-07-26T21:22:27.832607+00:00,122,3,31.31,Costco,Issaquah,WA,5411,Chip Transaction,0
ccd2eefd-a1d3-4901-8442-2195e4105ffb,2026-07-22T09:18:27.832607+00:00,149,1,1268.25,OnlineElectronics,Shenzhen,FOREIGN,5732,Online Transaction,1
17eaf514-20db-4707-b473-6116d4183b29,2026-06-23T22:25:27.832607+00:00,11,3,27.51,Whole Foods,Austin,TX,5411,Online Transaction,0
7b903c3a-c323-4985-82fe-293b73570e98,2026-07-01T21:41:27.832607+00:00,26,3,10.41,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
84bb42e9-52de-4ade-91d8-d692a3868197,2026-07-02T17:11:27.832607+00:00,56,1,87.66,Home Depot,Atlanta,GA,5200,Chip Transaction,0
9475aa3b-534d-498a-9bb6-2d6289d08dea,2026-07-15T04:13:27.832607+00:00,147,4,33.49,McDonald's,Chicago,IL,5814,Chip Transaction,0
86339296-393d-48ad-a616-140a7c6d3300,2026-08-14T13:50:27.832607+00:00,119,0,12.24,Apple Store,Cupertino,CA,5732,Chip Transaction,0
111acffa-491e-4ee2-a6eb-d69c307cd66a,2026-06-20T16:47:27.832607+00:00,193,2,45.96,Whole Foods,Austin,TX,5411,Chip Transaction,0
f32f1206-a22d-4823-87c4-03e30145bdf1,2026-06-22T01:08:27.832607+00:00,86,0,5.85,CVS Pharmacy,Woonsocket,RI,5912,Swipe Transaction,0
833017dd-5fe5-4abc-8bac-49ad868a79df,2026-06-30T22:42:27.832607+00:00,120,4,19.66,McDonald's,Chicago,IL,5814,Chip Transaction,0
4be175e3-34df-4a49-be90-7b9deaa39198,2026-08-13T01:52:27.832607+00:00,199,1,53.26,Target,Minneapolis,MN,5411,Swipe Transaction,0
a6cab726-bccd-4f76-a178-a774bdea01c1,2026-08-04T04:48:27.832607+00:00,193,4,29.21,Starbucks,Seattle,WA,5814,Swipe Transaction,0
5ca78f44-4770-4082-8037-f4a5bc1bff13,2026-07-28T16:51:27.832607+00:00,175,3,12.74,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
018889ad-c271-455a-b0c4-3cc3cdea146e,2026-07-22T13:44:27.832607+00:00,32,3,15.41,Uber,San Francisco,CA,4121,Chip Transaction,0
b9abfb49-3b4d-40d1-befc-edcd124759eb,2026-06-29T09:12:27.832607+00:00,173,0,75.6,Home Depot,Atlanta,GA,5200,Chip Transaction,0
7df4033d-a3de-4f46-856a-5e22ed5cc728,2026-07-30T15:42:27.832607+00:00,246,0,8.62,Apple Store,Cupertino,CA,5732,Chip Transaction,0
b485fc0f-3d50-4d9c-9a2f-2142534fc9f2,2026-08-06T20:15:27.832607+00:00,134,0,44.89,Walmart,Bentonville,AR,5411,Online Transaction,0
3001f0d7-9389-4644-88b5-462e63ba5121,2026-07-21T02:43:27.832607+00:00,114,0,26.41,McDonald's,Chicago,IL,5814,Chip Transaction,0
4fdd9369-c1e3-4bc5-a319-bc470a972778,2026-07-21T06:20:27.832607+00:00,166,2,51.82,Amazon,Seattle,WA,5942,Online Transaction,0
6a74bac6-0ed5-458e-b691-f9609b55e197,2026-07-10T07:48:27.832607+00:00,179,4,34.29,McDonald's,Chicago,IL,5814,Swipe Transaction,0
b06d209d-2c91-4467-902f-6390ac431002,2026-06-27T21:01:27.832607+00:00,203,2,68.09,Shell,Houston,TX,5541,Chip Transaction,0
8a771fe2-c6fb-4fd1-a15b-a952044cddbc,2026-07-27T03:45:27.832607+00:00,237,1,16.17,Shell,Houston,TX,5541,Chip Transaction,0
75e5e677-d60c-45d0-a040-8b5151a5ff2b,2026-06-29T01:44:27.832607+00:00,40,1,135.07,Target,Minneapolis,MN,5411,Swipe Transaction,0
3954abce-6efa-4fbb-b09a-0387033df5cf,2026-07-26T03:27:27.832607+00:00,53,4,30.14,Uber,San Francisco,CA,4121,Chip Transaction,0
67988091-0735-4327-b109-7a84225e0f62,2026-08-13T15:23:27.832607+00:00,137,2,9.16,Uber,San Francisco,CA,4121,Online Transaction,0
ace7058a-2de3-4639-b122-d9f864cb50a3,2026-08-05T17:46:27.832607+00:00,76,3,28.35,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
9a5a1d58-9a0d-457b-87e9-9e3c08453cd4,2026-07-21T10:01:27.832607+00:00,114,2,7.01,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
233c6bd0-42ae-496f-81bf-f2a08c583e1a,2026-08-06T13:48:27.832607+00:00,84,0,30.96,Whole Foods,Austin,TX,5411,Chip Transaction,0
52110ec9-4495-44bc-bd8c-39054e55af8c,2026-06-22T10:38:27.832607+00:00,51,0,29.57,Best Buy,Richfield,MN,5732,Swipe Transaction,0
baa5c29c-81ad-4801-97b4-4a694a874388,2026-08-09T04:33:27.832607+00:00,155,4,82.53,Apple Store,Cupertino,CA,5732,Chip Transaction,0
719692e5-2491-4cd1-9d06-2761edb126a5,2026-07-01T05:39:27.832607+00:00,110,2,37.61,Whole Foods,Austin,TX,5411,Swipe Transaction,0
b604c71b-79af-4021-a154-ee9654eecce4,2026-07-12T15:41:27.832607+00:00,144,0,17.36,Shell,Houston,TX,5541,Chip Transaction,0
40237fb0-12a8-41d4-a8e8-273954d7217c,2026-07-28T03:58:27.832607+00:00,42,3,46.44,Apple Store,Cupertino,CA,5732,Chip Transaction,0
1bee9be2-2b7c-4435-96f3-441815700011,2026-07-10T02:20:27.832607+00:00,223,4,29.27,Best Buy,Richfield,MN,5732,Chip Transaction,0
43616cf7-99fd-4075-a859-3f6f5cd83fd3,2026-07-17T06:26:27.832607+00:00,235,2,37.86,Best Buy,Richfield,MN,5732,Chip Transaction,0
28b2acae-ba1b-4bc5-8bd3-d1779ad67907,2026-07-10T01:38:27.832607+00:00,48,3,92.41,Apple Store,Cupertino,CA,5732,Chip Transaction,0
dc5299b0-626e-48bf-8723-8e06ee247a25,2026-07-21T10:49:27.832607+00:00,127,4,50.1,Amazon,Seattle,WA,5942,Swipe Transaction,0
3273278d-972a-4f4e-b255-0d951a1b03ce,2026-07-05T14:44:27.832607+00:00,107,1,21.7,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
76ec8ba2-b980-40f5-8a6a-b12707784cae,2026-07-03T00:37:27.832607+00:00,249,0,15.68,McDonald's,Chicago,IL,5814,Chip Transaction,0
75307578-b33b-49bc-9163-bd3d3a7dde23,2026-06-23T06:52:27.832607+00:00,176,3,23.26,Best Buy,Richfield,MN,5732,Chip Transaction,0
09fc7c19-c8e9-4d1e-b402-96fe17bcecb7,2026-08-05T21:55:27.832607+00:00,15,1,51.99,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
f651d394-459f-4bb6-aba1-0a93c7453f98,2026-07-18T16:48:27.832607+00:00,108,2,12.52,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
ecb6dec2-f240-4a39-8dd9-8a70f8759aa7,2026-08-12T08:44:27.832607+00:00,161,1,30.95,Home Depot,Atlanta,GA,5200,Chip Transaction,0
106621c1-dff6-491c-abe7-02b5dbf8ec5d,2026-08-08T04:42:27.832607+00:00,176,2,41.64,Target,Minneapolis,MN,5411,Online Transaction,0
988102ad-ac50-4b86-a104-87ddc3012ca5,2026-07-23T02:09:27.832607+00:00,37,0,15.55,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
3495bd3d-e85b-4189-b541-e0f7d19d32a5,2026-08-04T07:59:27.832607+00:00,42,0,51.01,Uber,San Francisco,CA,4121,Online Transaction,0
779fb566-30c3-4dcb-9cf0-8b84a2252ca7,2026-07-27T23:12:27.832607+00:00,217,4,32.85,Starbucks,Seattle,WA,5814,Online Transaction,0
d59fbae5-9b8c-422c-b2ac-a42fcb3f43dc,2026-06-27T15:14:27.832607+00:00,210,1,8.13,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
032e5f2e-8d96-4ef3-a4d0-6dfdcf8a7073,2026-08-15T05:12:27.832607+00:00,153,4,34.56,Shell,Houston,TX,5541,Chip Transaction,0
9ea3c255-4179-4a5c-9f5e-282d514a817f,2026-07-16T15:57:27.832607+00:00,34,0,12.01,Shell,Houston,TX,5541,Chip Transaction,0
ac83e9e2-9389-497e-8211-ba1a15ff1d2b,2026-07-09T03:09:27.832607+00:00,9,4,23.51,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
fdea4614-840e-4309-bf24-1741334a6bc2,2026-06-23T19:21:27.832607+00:00,172,2,35.91,Walmart,Bentonville,AR,5411,Chip Transaction,0
1e1c94d1-4ab9-4a1e-9e9c-47bf9f110041,2026-08-14T03:14:27.832607+00:00,91,1,41.51,Costco,Issaquah,WA,5411,Swipe Transaction,0
dfac741c-9f31-4929-a65e-02a1cd945736,2026-07-02T05:30:27.832607+00:00,149,0,9.7,Best Buy,Richfield,MN,5732,Chip Transaction,0
1f90a6e5-eda6-4c55-9c65-e4c949f36d08,2026-06-29T15:54:27.832607+00:00,173,0,21.56,Starbucks,Seattle,WA,5814,Chip Transaction,0
b4865b89-7b5c-4a48-9b8a-ffdefbbae8e7,2026-07-31T08:05:27.832607+00:00,195,2,19.27,Netflix,Los Gatos,CA,4899,Chip Transaction,0
1b4b806c-7ac5-4801-9873-4e7513c7134a,2026-08-05T13:07:27.832607+00:00,84,3,50.09,Home Depot,Atlanta,GA,5200,Chip Transaction,0
c033f5e6-410e-47ba-986a-b8db7b7dead9,2026-08-06T06:22:27.832607+00:00,114,1,30.73,Apple Store,Cupertino,CA,5732,Online Transaction,0
a6e98f54-7f5b-4902-a94d-9f09f13a8a5d,2026-06-27T09:07:27.832607+00:00,206,3,11.28,Costco,Issaquah,WA,5411,Online Transaction,0
8740e851-1847-4f2b-a334-bfecff60bd55,2026-07-14T08:28:27.832607+00:00,169,0,24.18,McDonald's,Chicago,IL,5814,Chip Transaction,0
c3f63a3e-9c98-4341-89d7-b56d27acc218,2026-08-05T22:43:27.832607+00:00,52,4,10.98,Netflix,Los Gatos,CA,4899,Chip Transaction,0
31a91915-e272-4858-ab49-8212dd238e2f,2026-07-10T23:59:27.832607+00:00,197,4,19.45,Costco,Issaquah,WA,5411,Swipe Transaction,0
99b6294c-cc7c-4b53-9412-0752efa2f6a5,2026-06-23T18:19:27.832607+00:00,125,4,12.6,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
6e8a02b7-f5d8-402e-a4f6-24e35b563f03,2026-07-22T09:55:27.832607+00:00,161,1,10.94,Apple Store,Cupertino,CA,5732,Chip Transaction,0
41e0910f-b028-4aef-b34f-d12e90dca34b,2026-08-14T02:14:27.832607+00:00,46,3,67.78,Amazon,Seattle,WA,5942,Chip Transaction,0
92e05720-4c93-44d5-9967-45f61ec237df,2026-06-22T18:25:27.832607+00:00,170,4,10.93,Target,Minneapolis,MN,5411,Swipe Transaction,0
cda3cbc5-ad1c-4831-a032-fd5f489c0d30,2026-07-02T23:57:27.832607+00:00,139,2,13.0,Starbucks,Seattle,WA,5814,Chip Transaction,0
17403fa8-817d-49a9-8dfc-75791c8e1572,2026-06-28T14:21:27.832607+00:00,99,3,6.89,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
2e9f9b26-5aa4-4685-8461-2e38a6dca59b,2026-07-19T04:00:27.832607+00:00,221,2,23.0,Apple Store,Cupertino,CA,5732,Swipe Transaction,0
a363804c-97df-4b0b-b6f2-88640dc725a2,2026-08-01T20:35:27.832607+00:00,146,3,15.27,Target,Minneapolis,MN,5411,Swipe Transaction,0
bf76dafc-7cc3-42fb-9ad3-4688c9f88ef8,2026-06-27T09:24:27.832607+00:00,15,3,22.06,Best Buy,Richfield,MN,5732,Chip Transaction,0
3fe1ab19-7781-4eb8-89de-f368c42dbba8,2026-07-23T19:46:27.832607+00:00,83,0,32.43,Netflix,Los Gatos,CA,4899,Online Transaction,0
eab5676b-c28d-465d-a38d-38069f73643f,2026-08-14T05:40:27.832607+00:00,7,2,54.54,Target,Minneapolis,MN,5411,Swipe Transaction,0
fdbbc296-254b-4da5-871b-9b5b31d57467,2026-07-13T03:47:27.832607+00:00,63,1,89.26,Uber,San Francisco,CA,4121,Chip Transaction,0
eb576d77-c405-4446-bf00-d6f79b7086bc,2026-07-26T10:37:27.832607+00:00,169,3,8.13,Best Buy,Richfield,MN,5732,Chip Transaction,0
183b9a17-5293-4fca-9a2f-881f0dfc268b,2026-06-26T02:14:27.832607+00:00,82,3,7.5,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
62ef5a66-ecf3-4d6e-b4b1-8d28cb103e49,2026-06-25T21:12:27.832607+00:00,53,2,7.29,Best Buy,Richfield,MN,5732,Swipe Transaction,0
99c8e7bc-5434-469d-a776-e456de3d4541,2026-07-02T14:02:27.832607+00:00,249,3,33.45,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
a20c0737-d834-4041-b8ee-afa755e9dbf8,2026-07-29T10:25:27.832607+00:00,77,4,48.83,Costco,Issaquah,WA,5411,Chip Transaction,0
c3dbb295-ee8a-4626-be25-3a0d253c8311,2026-07-11T04:55:27.832607+00:00,25,4,37.08,Best Buy,Richfield,MN,5732,Online Transaction,0
e26cc1d9-6472-4f42-becd-b126d2d050a2,2026-07-17T03:19:27.832607+00:00,204,0,59.51,Best Buy,Richfield,MN,5732,Chip Transaction,0
ccdb7374-e7ae-41fd-a2bd-8cb0a10c48b8,2026-06-18T11:51:27.832607+00:00,52,3,56.15,Home Depot,Atlanta,GA,5200,Chip Transaction,0
54af115b-6ca5-4925-8d89-dc6b8d248e1f,2026-07-11T04:19:27.832607+00:00,5,4,18.08,Home Depot,Atlanta,GA,5200,Chip Transaction,0
74ef44c0-16cd-4223-8852-7aa3db3ba50e,2026-07-30T19:39:27.832607+00:00,69,4,100.48,Starbucks,Seattle,WA,5814,Online Transaction,0
72df4e57-4195-4bbd-a745-a5db9459a38b,2026-06-21T20:56:27.832607+00:00,134,1,19.38,Whole Foods,Austin,TX,5411,Swipe Transaction,0
055d9ff5-9023-4e44-a0f2-b51393ec002e,2026-07-14T15:23:27.832607+00:00,112,3,4.42,Starbucks,Seattle,WA,5814,Chip Transaction,0
e8e21922-4ae5-4d0f-90eb-4b357b77e7f7,2026-07-18T19:03:27.832607+00:00,211,2,10.54,Whole Foods,Austin,TX,5411,Chip Transaction,0
37249abd-8245-4de8-862a-222bcd4d337d,2026-06-18T23:51:27.832607+00:00,50,0,31.91,McDonald's,Chicago,IL,5814,Chip Transaction,0
48d3d44d-7e19-4fab-8f7a-129f8297257d,2026-07-25T10:40:27.832607+00:00,166,0,21.63,Shell,Houston,TX,5541,Chip Transaction,0
87889ffa-b7a1-4c7e-9079-66bd2c1b20d4,2026-07-29T09:54:27.832607+00:00,11,3,11.43,Target,Minneapolis,MN,5411,Swipe Transaction,0
2f42f52f-ba0e-4165-83b4-a67b4987464e,2026-08-14T23:40:27.832607+00:00,231,3,4.89,Whole Foods,Austin,TX,5411,Online Transaction,0
278eb21e-8481-4c34-9800-9825d9a28bf3,2026-07-14T17:13:27.832607+00:00,189,4,36.7,Whole Foods,Austin,TX,5411,Chip Transaction,0
4a4b4d1d-ccd0-4c1a-9409-556959030ca6,2026-08-05T19:37:27.832607+00:00,128,0,42.61,Costco,Issaquah,WA,5411,Chip Transaction,0
85d897ff-1eeb-4fa0-a2ab-ee1ae3241c43,2026-07-26T03:04:27.832607+00:00,100,1,49.7,CVS Pharmacy,Woonsocket,RI,5912,Swipe Transaction,0
8ffa47db-beb9-4d9a-9690-c58e08cdf5b6,2026-07-09T07:23:27.832607+00:00,126,4,21.64,Walmart,Bentonville,AR,5411,Swipe Transaction,0
5f9683b3-871b-43bd-9a6e-9509b28c5f8e,2026-07-13T16:36:27.832607+00:00,247,2,15.0,Walmart,Bentonville,AR,5411,Swipe Transaction,0
a3fc3187-81c3-40db-afe6-fbd90e890006,2026-08-03T14:36:27.832607+00:00,232,4,18.26,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
988f1463-795f-4320-a7cd-d85af2767ec3,2026-08-13T15:07:27.832607+00:00,180,2,13.2,McDonald's,Chicago,IL,5814,Swipe Transaction,0
ac676b11-4758-4049-9578-cc6c3e69bf11,2026-08-05T16:32:27.832607+00:00,101,2,60.52,Starbucks,Seattle,WA,5814,Online Transaction,0
2c81457c-e2c1-4ff1-8b8e-42eb73822856,2026-07-20T09:51:27.832607+00:00,42,3,43.12,Costco,Issaquah,WA,5411,Online Transaction,0
d88ae85e-acc5-4e65-827d-8c5d0e2cd580,2026-06-20T07:57:27.832607+00:00,222,0,49.09,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
7f1eede4-4e45-4f3c-a8d3-c84d3299c799,2026-07-03T01:02:27.832607+00:00,236,0,65.81,Netflix,Los Gatos,CA,4899,Chip Transaction,0
99b2e72b-e671-4ce7-b47e-6decf585c325,2026-08-02T04:53:27.832607+00:00,141,2,7.72,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
6102fdc9-41e1-4ece-8fa1-7e5047e8bdb1,2026-07-06T13:00:27.832607+00:00,103,1,64.17,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
29dc72a9-15ea-419b-97be-fff58a714c0c,2026-06-20T14:37:27.832607+00:00,196,1,56.43,Best Buy,Richfield,MN,5732,Online Transaction,0
0541cf21-576f-40e5-9770-3446421f4f5c,2026-06-23T17:31:27.832607+00:00,35,2,84.51,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
cdf10e73-7e12-42dd-80a5-06c7dafcc773,2026-08-01T00:11:27.832607+00:00,95,1,16.93,Costco,Issaquah,WA,5411,Chip Transaction,0
93d8e4a0-7f1e-4f4b-bfba-8c1b5f75b31c,2026-07-11T23:33:27.832607+00:00,237,4,52.73,Costco,Issaquah,WA,5411,Online Transaction,0
75ac6c38-dff3-4425-b98d-9ed02ef77c7a,2026-06-18T21:32:27.832607+00:00,103,4,5.16,Starbucks,Seattle,WA,5814,Chip Transaction,0
ad251f59-c914-47e9-9fc7-f97b224be962,2026-07-08T18:12:27.832607+00:00,31,0,8.99,Target,Minneapolis,MN,5411,Online Transaction,0
64569380-d358-4ede-851c-95b11fd82ea2,2026-06-29T22:27:27.832607+00:00,243,2,24.25,Whole Foods,Austin,TX,5411,Chip Transaction,0
c1e8b478-acf9-495b-8a54-c0fd0abd2568,2026-07-21T14:06:27.832607+00:00,105,1,8.69,Netflix,Los Gatos,CA,4899,Chip Transaction,0
8e60742b-0159-4271-9e68-f3040f162cd7,2026-08-14T04:18:27.832607+00:00,150,3,11.66,Shell,Houston,TX,5541,Chip Transaction,0
1671da9f-31ab-4c89-b976-19b5fb64cd01,2026-08-08T23:52:27.832607+00:00,109,4,508.92,QuickCash ATM,Unknown,NV,6011,Online Transaction,1
55ba1890-a02a-4cd3-a395-bf1af8f4efc8,2026-07-24T11:25:27.832607+00:00,233,2,8.84,Home Depot,Atlanta,GA,5200,Chip Transaction,0
49d6e006-8a53-4ac2-8e80-039eb2a0e0b9,2026-06-22T14:31:27.832607+00:00,65,4,44.81,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
f401b80f-b98d-44a7-86ed-0f21a46d0c42,2026-06-21T09:30:27.832607+00:00,11,4,33.27,Netflix,Los Gatos,CA,4899,Online Transaction,0
db90e1fd-a615-4c25-92b3-c3123b5f4664,2026-07-31T11:19:27.832607+00:00,23,2,24.13,Home Depot,Atlanta,GA,5200,Chip Transaction,0
4a3b6ced-8d36-4e32-9d92-7058d9c723ac,2026-06-29T12:26:27.832607+00:00,73,2,190.54,Shell,Houston,TX,5541,Online Transaction,0
145b535d-3e9c-49ff-9605-1ec11d993cd7,2026-06-22T00:11:27.832607+00:00,81,3,14.43,Whole Foods,Austin,TX,5411,Online Transaction,0
15cee955-378c-458d-90cb-93f80208762c,2026-08-03T00:43:27.832607+00:00,39,0,81.82,Whole Foods,Austin,TX,5411,Chip Transaction,0
92129ac9-4c75-4d03-9c24-6b61b567a0aa,2026-07-26T21:01:27.832607+00:00,230,3,6.97,Apple Store,Cupertino,CA,5732,Chip Transaction,0
cdbe5b00-e7b8-44e6-8a46-1cf38688d593,2026-08-13T02:03:27.832607+00:00,185,1,29.17,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
155f7b29-408c-43f0-9494-ca5517ba103a,2026-08-05T13:02:27.832607+00:00,131,2,49.1,Starbucks,Seattle,WA,5814,Chip Transaction,0
dd526b18-8551-4b81-92a1-20558eb76702,2026-06-26T12:44:27.832607+00:00,85,0,11.24,Best Buy,Richfield,MN,5732,Chip Transaction,0
792f0c9d-848a-49f9-8f64-e464a6c90778,2026-07-21T22:08:27.832607+00:00,28,2,9.66,McDonald's,Chicago,IL,5814,Online Transaction,0
8ad65c7c-88fc-45c9-b13f-5ebc4bb50a48,2026-08-02T19:14:27.832607+00:00,245,2,4912.85,OnlineElectronics,Shenzhen,FOREIGN,5732,Online Transaction,1
3f2b6aa4-7332-467e-8f08-98f20e053daa,2026-06-23T17:06:27.832607+00:00,188,4,68.8,Uber,San Francisco,CA,4121,Swipe Transaction,0
a76fadf4-a826-444d-a7b6-a96ca29de664,2026-08-05T00:39:27.832607+00:00,191,0,46.96,Amazon,Seattle,WA,5942,Swipe Transaction,0
fc640bd9-8978-408c-812a-4d2dab3f33cb,2026-06-27T23:53:27.832607+00:00,198,3,10.54,Netflix,Los Gatos,CA,4899,Chip Transaction,0
2f4b90f2-1a2f-4646-a872-2872653dd0e2,2026-08-08T16:19:27.832607+00:00,31,2,111.13,QuickCash ATM,Unknown,NV,6011,Online Transaction,1
65692cb9-c61b-4958-b256-00b3f946ca6b,2026-07-03T02:53:27.832607+00:00,34,2,48.7,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
f9c8c09e-6c32-4b00-ba46-3af121a16264,2026-08-08T01:12:27.832607+00:00,69,4,10.64,Home Depot,Atlanta,GA,5200,Chip Transaction,0
31178eef-ade3-4dfe-ad6c-4a8d18136d13,2026-06-23T03:42:27.832607+00:00,162,3,20.3,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
63d0edc9-e9ce-4254-9724-4b258bf83119,2026-08-08T08:07:27.832607+00:00,135,4,54.37,Uber,San Francisco,CA,4121,Online Transaction,0
66129e10-4ecd-4226-9c99-177bb42de8fb,2026-08-09T03:43:27.832607+00:00,110,2,36.85,Netflix,Los Gatos,CA,4899,Chip Transaction,0
b5d78bf9-dbfb-4c37-b3b1-7e64f24a1911,2026-06-26T01:10:27.832607+00:00,106,0,92.22,Walmart,Bentonville,AR,5411,Chip Transaction,0
cc379820-d331-4237-b408-e941fcc34965,2026-07-05T12:06:27.832607+00:00,197,4,51.9,Best Buy,Richfield,MN,5732,Swipe Transaction,0
83a59c91-cfe4-4ab4-97d0-08e72b0fdcb4,2026-08-15T07:37:27.832607+00:00,12,0,18.76,McDonald's,Chicago,IL,5814,Online Transaction,0
3c2ed6ce-048c-4987-8377-103df209e7d9,2026-07-09T21:51:27.832607+00:00,116,4,8.66,Shell,Houston,TX,5541,Swipe Transaction,0
7862f2d0-6b19-4062-8e0f-b455133b4588,2026-07-23T16:06:27.832607+00:00,192,4,49.67,Whole Foods,Austin,TX,5411,Chip Transaction,0
a9197fc8-1820-4b7c-ad7e-1d88823d1aca,2026-07-24T04:40:27.832607+00:00,4,1,22.11,Walmart,Bentonville,AR,5411,Chip Transaction,0
e3ddf12e-7d92-47cd-9887-12a20f4d721e,2026-06-18T02:32:27.832607+00:00,186,3,15.99,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
aabaeedb-eb60-4474-8160-5eb4c84c8d1b,2026-07-20T05:41:27.832607+00:00,102,2,12.69,Best Buy,Richfield,MN,5732,Swipe Transaction,0
63e34306-d7ce-4624-82a5-9a39cf8c2c03,2026-08-08T19:43:27.832607+00:00,124,1,35.62,Amazon,Seattle,WA,5942,Chip Transaction,0
731cd39a-ea82-4e5e-b04c-dd5bc21d6a22,2026-06-18T15:47:27.832607+00:00,78,3,61.98,Costco,Issaquah,WA,5411,Chip Transaction,0
c7f934d5-a472-442f-b267-c5794696e2d3,2026-08-03T07:29:27.832607+00:00,6,3,47.68,Amazon,Seattle,WA,5942,Chip Transaction,0
049a2bdf-1b41-4b92-b7d0-28f3bf0fbeaa,2026-06-24T12:43:27.832607+00:00,3,0,46.77,Shell,Houston,TX,5541,Chip Transaction,0
799c31ba-1f90-459c-96d9-199bf99c1d79,2026-06-20T10:00:27.832607+00:00,75,0,60.68,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
5516566b-5db1-4be0-8ec7-509a48a7c00e,2026-07-03T10:12:27.832607+00:00,210,3,35.23,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
974ce0df-75e5-4384-aff7-7171a1e1d185,2026-07-26T16:33:27.832607+00:00,228,3,27.45,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
